learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes)
185000.0,19.189393982,2.0575674722870147E-6,185000.0,86.6,73.20246537318566,83.81642512077293,72.76422764227642,185000.0,414472.0
186000.0,19.287247509,2.068059738712553E-6,186000.0,86.2,72.36639753940791,83.12958435207823,71.42857142857143,186000.0,414472.0
187000.0,19.384324319,2.0784687222769505E-6,187000.0,85.6,71.16770783277269,82.08955223880595,70.61224489795917,187000.0,414472.0
188000.0,19.483275177,2.0890786491441913E-6,188000.0,87.8,75.63109472313329,85.26570048309178,75.35353535353535,188000.0,414472.0
189000.0,19.579084916,2.0993517720306996E-6,189000.0,87.1,74.1863704035731,84.4951923076923,74.09638554216868,189000.0,414472.0
190000.0,19.676454766,2.109792176575491E-6,190000.0,86.7,73.36868156952576,83.81995133819952,73.02231237322515,190000.0,414472.0
191000.0,19.776506102,2.120520101319001E-6,191000.0,86.0,72.02316481952943,82.84313725490195,72.16699801192843,191000.0,414472.0
192000.0,19.873329245,2.130901885641542E-6,192000.0,88.4,76.85804003559073,86.3529411764706,75.88357588357589,192000.0,414472.0
193000.0,19.970810584,2.1413542445054813E-6,193000.0,87.3,74.6405750798722,84.47432762836186,73.7603305785124,193000.0,414472.0
194000.0,20.07624372,2.152659228463719E-6,194000.0,88.7,77.37194120709681,86.6745283018868,76.65289256198348,194000.0,414472.0
195000.0,20.176195865,2.163376517531327E-6,195000.0,86.7,73.35566382460414,83.74083129584352,72.68993839835728,195000.0,414472.0
196000.0,20.27187374,2.173635501405555E-6,196000.0,85.9,71.70174847069023,82.76283618581907,70.12711864406779,196000.0,414472.0
197000.0,20.370641522,2.1842257980946407E-6,197000.0,86.3,72.52747252747253,83.2107843137255,71.75257731958763,197000.0,414472.0
198000.0,20.468707142,2.194740806023027E-6,198000.0,86.9,73.7741938067058,84.02439024390243,73.48178137651821,198000.0,414472.0
199000.0,20.564991548,2.2050749875088486E-6,199000.0,87.0,74.02151018956305,84.22330097087377,74.40944881889764,199000.0,414880.0
200000.0,20.662377162,2.2155273613769926E-6,200000.0,86.2,72.39922717836099,81.79419525065963,71.66324435318275,200000.0,414880.0
201000.0,20.760688284,2.226079069789908E-6,201000.0,85.39999999999999,70.80105116215816,80.3234501347709,69.77225672877846,201000.0,414880.0
202000.0,20.859719189,2.2367080323342185E-6,202000.0,85.9,71.82704603580564,83.11377245508982,70.86776859504131,202000.0,414880.0
203000.0,20.958442545,2.2473039857204125E-6,203000.0,85.8,71.60874450669193,82.59803921568626,71.19675456389452,203000.0,414880.0
204000.0,21.063125069,2.2585395351344047E-6,204000.0,85.1,70.19999999999999,81.78484107579462,69.65376782077392,204000.0,414880.0
205000.0,21.164266801,2.2693950522186388E-6,205000.0,87.4,74.81450684405782,84.70873786407765,73.96694214876032,205000.0,414880.0
